node_id,subdistrict_id,total_population,vulnerable_population,non_vulnerable_population
N-99.9371710-20.4383530,TH570901,13.052,0.0,13.052
N-99.9395109-20.4391942,TH570901,3.697,0.0,3.697
N-99.9401300-20.4387773,TH570901,3.328,0.0,3.328
N-99.9415260-20.4394167,TH570901,6.29,0.0,6.29
N-99.8831331-20.4378752,TH570901,40.042,0.0,40.042
N-99.8840850-20.4381424,TH570901,41.584,0.0,41.584
N-99.8848213-20.4384176,TH570901,36.246,0.0,36.246
N-99.8860214-20.4385504,TH570901,29.959,0.0,29.959
N-99.8866230-20.4383958,TH570901,26.799,0.0,26.799
N-99.8873735-20.4384009,TH570901,48.739,0.0,48.739
N-99.8880235-20.4384452,TH570901,27.832,0.0,27.832
N-99.8892698-20.4384638,TH570901,28.034,0.0,28.034
N-99.8898007-20.4384457,TH570901,18.299,0.0,18.299
N-99.8917901-20.4388361,TH570901,19.714,0.0,19.714
N-99.8921746-20.4380955,TH570901,19.965,0.0,19.965
N-99.8934518-20.4381416,TH570901,20.252,0.0,20.252
N-99.8942586-20.4382763,TH570901,23.537,0.0,23.537
N-99.8954149-20.4386336,TH570901,26.259,0.0,26.259
N-99.8957151-20.4380934,TH570901,27.844,0.0,27.844
N-99.8966539-20.4385449,TH570901,29.936,0.0,29.936
N-99.8976637-20.4384655,TH570901,27.475,0.0,27.475
N-99.8983728-20.4384077,TH570901,24.552,0.0,24.552
N-99.8990926-20.4385276,TH570901,22.336,0.0,22.336
N-99.8999129-20.4384502,TH570901,19.382,0.0,19.382
N-99.9010246-20.4385680,TH570901,16.307,0.0,16.307
N-99.9018372-20.4381183,TH570901,34.937,0.0,34.937
N-99.9033787-20.4382785,TH570901,37.527,0.0,37.527
N-99.9049726-20.4387526,TH570901,20.985,0.0,20.985
N-99.9053124-20.4379161,TH570901,40.393,0.0,40.393
N-99.9065945-20.4382910,TH570901,12.781,0.0,12.781
N-99.9075053-20.4383643,TH570901,13.545,0.0,13.545
N-99.9083778-20.4381076,TH570901,23.121,0.0,23.121
N-99.9091984-20.4383972,TH570901,11.393,0.0,11.393
N-99.9097008-20.4384678,TH570901,9.378,0.0,9.378
N-99.9102379-20.4388951,TH570901,9.568,0.0,9.568
N-99.9123154-20.4382954,TH570901,9.549,0.0,9.549
N-99.9124856-20.4383251,TH570901,9.416,0.0,9.416
N-99.9131494-20.4382857,TH570901,10.964,0.0,10.964
N-99.9143956-20.4382664,TH570901,9.458,0.0,9.458
N-99.9149625-20.4382482,TH570901,9.237,0.0,9.237
N-99.9154770-20.4383895,TH570901,7.71,0.0,7.71
N-99.9166539-20.4382228,TH570901,7.629,0.0,7.629
N-99.9174979-20.4383649,TH570901,8.09,0.0,8.09
N-99.9181937-20.4383721,TH570901,8.628,0.0,8.628
N-99.9195612-20.4381732,TH570901,8.151,0.0,8.151
N-99.9199812-20.4383669,TH570901,8.389,0.0,8.389
N-99.9213051-20.4381876,TH570901,22.302,0.0,22.302
N-99.9217640-20.4382865,TH570901,8.024,0.0,8.024
N-99.9221912-20.4384365,TH570901,7.484,0.0,7.484
N-99.9233484-20.4385451,TH570901,8.058,0.0,8.058
N-99.9241649-20.4385207,TH570901,7.059,0.0,7.059
N-99.9253894-20.4385173,TH570901,8.517,0.0,8.517
N-99.9256271-20.4382862,TH570901,9.204,0.0,9.204
N-99.9265476-20.4380979,TH570901,9.237,0.0,9.237
N-99.9312986-20.4378131,TH570901,4.6,0.0,4.6
N-99.9337004-20.4383284,TH570901,21.461,0.0,21.461
N-99.9343388-20.4387255,TH570901,9.552,0.0,9.552
N-99.9373330-20.4383070,TH570901,3.322,0.0,3.322
N-99.9386252-20.4381083,TH570901,3.355,0.0,3.355
N-99.9389550-20.4381575,TH570901,3.5,0.0,3.5
N-99.9398214-20.4386293,TH570901,2.759,0.0,2.759
N-99.9406870-20.4383807,TH570901,2.797,0.0,2.797
N-99.9415828-20.4381499,TH570901,2.89,0.0,2.89
N-99.9428350-20.4382969,TH570901,2.649,0.0,2.649
N-99.8841485-20.4375984,TH570901,38.522,0.0,38.522
N-99.8849943-20.4371647,TH570901,33.969,0.0,33.969
N-99.8862770-20.4371428,TH570901,27.299,0.0,27.299
N-99.8864325-20.4377560,TH570901,24.278,0.0,24.278
N-99.8890150-20.4370993,TH570901,86.067,0.0,86.067
N-99.8902983-20.4372855,TH570901,14.453,0.0,14.453
N-99.8911358-20.4378209,TH570901,16.338,0.0,16.338
N-99.8919129-20.4375555,TH570901,17.766,0.0,17.766
N-99.8922906-20.4377136,TH570901,18.652,0.0,18.652
N-99.8932700-20.4377345,TH570901,17.886,0.0,17.886
N-99.8943230-20.4377252,TH570901,20.761,0.0,20.761
N-99.8948471-20.4373307,TH570901,19.712,0.0,19.712
N-99.8960114-20.4375592,TH570901,23.931,0.0,23.931
N-99.8964871-20.4375413,TH570901,26.385,0.0,26.385
N-99.8975729-20.4376051,TH570901,27.623,0.0,27.623
N-99.8983428-20.4375488,TH570901,22.089,0.0,22.089
N-99.8993189-20.4372092,TH570901,23.689,0.0,23.689
N-99.8998333-20.4375967,TH570901,21.575,0.0,21.575
N-99.9011517-20.4376036,TH570901,18.332,0.0,18.332
N-99.9018563-20.4377081,TH570901,14.149,0.0,14.149
N-99.9025861-20.4369130,TH570901,27.461,0.0,27.461
N-99.9035220-20.4374270,TH570901,33.291,0.0,33.291
N-99.9055162-20.4371470,TH570901,15.887,0.0,15.887
N-99.9066719-20.4376497,TH570901,10.999,0.0,10.999
N-99.9076619-20.4375951,TH570901,11.679,0.0,11.679
N-99.9093404-20.4373085,TH570901,8.143,0.0,8.143
N-99.9097333-20.4373161,TH570901,7.626,0.0,7.626
N-99.9097417-20.4372979,TH570901,6.424,0.0,6.424
N-99.9122697-20.4375907,TH570901,5.595,0.0,5.595
N-99.9126922-20.4375593,TH570901,7.247,0.0,7.247
N-99.9131012-20.4375430,TH570901,8.313,0.0,8.313
N-99.9148456-20.4373615,TH570901,31.036,0.0,31.036
N-99.9162402-20.4369631,TH570901,37.97,0.0,37.97
N-99.9174993-20.4382152,TH570901,6.736,0.0,6.736
N-99.9192113-20.4372929,TH570901,35.757,0.0,35.757
N-99.9220257-20.4380340,TH570901,6.67,0.0,6.67
N-99.9222245-20.4379234,TH570901,12.389,0.0,12.389
N-99.9236041-20.4371861,TH570901,21.34,0.0,21.34
N-99.9250657-20.4379047,TH570901,8.238,0.0,8.238
N-99.9257466-20.4375087,TH570901,9.4,0.0,9.4
N-99.9264586-20.4374733,TH570901,10.206,0.0,10.206
N-99.9272896-20.4372599,TH570901,8.236,0.0,8.236
N-99.9282336-20.4376783,TH570901,7.351,0.0,7.351
N-99.9291401-20.4374782,TH570901,5.68,0.0,5.68
N-99.9301878-20.4369532,TH570901,5.217,0.0,5.217
N-99.9309728-20.4374826,TH570901,4.969,0.0,4.969
N-99.9315213-20.4376699,TH570901,4.508,0.0,4.508
N-99.9315494-20.4377101,TH570901,4.445,0.0,4.445
N-99.9376706-20.4370468,TH570901,3.28,0.0,3.28
N-99.9383783-20.4376146,TH570901,3.563,0.0,3.563
N-99.9391487-20.4375031,TH570901,3.128,0.0,3.128
N-99.9398131-20.4376939,TH570901,2.407,0.0,2.407
N-99.9408035-20.4379939,TH570901,2.673,0.0,2.673
N-99.9422419-20.4374175,TH570901,7.513,0.0,7.513
N-99.8842366-20.4366520,TH570901,36.14,0.0,36.14
N-99.8849695-20.4369303,TH570901,32.092,0.0,32.092
N-99.8862464-20.4370249,TH570901,80.821,0.0,80.821
N-99.8901322-20.4367200,TH570901,13.363,0.0,13.363
N-99.8907430-20.4364146,TH570901,15.054,0.0,15.054
N-99.8916295-20.4370291,TH570901,15.515,0.0,15.515
N-99.8925691-20.4365001,TH570901,15.499,0.0,15.499
N-99.8934016-20.4365194,TH570901,15.735,0.0,15.735
N-99.8941198-20.4367341,TH570901,20.727,0.0,20.727
N-99.8949208-20.4365764,TH570901,17.178,0.0,17.178
N-99.8959081-20.4365181,TH570901,18.983,0.0,18.983
N-99.8964286-20.4366897,TH570901,24.695,0.0,24.695
N-99.8974973-20.4368401,TH570901,23.833,0.0,23.833
N-99.8983135-20.4367077,TH570901,18.236,0.0,18.236
N-99.8989540-20.4367587,TH570901,20.635,0.0,20.635
N-99.8997094-20.4366706,TH570901,24.755,0.0,24.755
N-99.9008897-20.4367335,TH570901,21.263,0.0,21.263
N-99.9018957-20.4368618,TH570901,14.938,0.0,14.938
N-99.9036410-20.4367877,TH570901,14.201,0.0,14.201
N-99.9041030-20.4367559,TH570901,17.231,0.0,17.231
N-99.9052751-20.4366762,TH570901,19.949,0.0,19.949
N-99.9056208-20.4366317,TH570901,16.915,0.0,16.915
N-99.9069705-20.4366617,TH570901,11.018,0.0,11.018
N-99.9076291-20.4366235,TH570901,12.025,0.0,12.025
N-99.9083281-20.4363566,TH570901,10.473,0.0,10.473
N-99.9090563-20.4360843,TH570901,7.799,0.0,7.799
N-99.9098316-20.4368216,TH570901,6.984,0.0,6.984
N-99.9099080-20.4363491,TH570901,5.023,0.0,5.023
N-99.9122322-20.4372376,TH570901,4.684,0.0,4.684
N-99.9126493-20.4371396,TH570901,10.801,0.0,10.801
N-99.9185488-20.4357019,TH570901,55.316,0.0,55.316
N-99.9231581-20.4363039,TH570901,5.952,0.0,5.952
N-99.9233130-20.4367010,TH570901,5.671,0.0,5.671
N-99.9256251-20.4369900,TH570901,8.095,0.0,8.095
N-99.9260616-20.4368782,TH570901,8.793,0.0,8.793
N-99.9265217-20.4366544,TH570901,8.828,0.0,8.828
N-99.9277380-20.4363127,TH570901,8.092,0.0,8.092
N-99.9281735-20.4365992,TH570901,6.336,0.0,6.336
N-99.9289194-20.4368101,TH570901,5.671,0.0,5.671
N-99.9298962-20.4365943,TH570901,5.119,0.0,5.119
N-99.9305034-20.4365952,TH570901,4.695,0.0,4.695
N-99.9312450-20.4374349,TH570901,4.342,0.0,4.342
N-99.9321822-20.4354579,TH570901,19.091,0.0,19.091
N-99.9375308-20.4361895,TH570901,3.402,0.0,3.402
N-99.9375656-20.4362523,TH570901,2.466,0.0,2.466
N-99.9377319-20.4365062,TH570901,3.197,0.0,3.197
N-99.9381638-20.4365414,TH570901,3.129,0.0,3.129
N-99.9399957-20.4368254,TH570901,10.407,0.0,10.407
N-99.9424110-20.4359725,TH570901,4.589,0.0,4.589
N-99.9439689-20.4364296,TH570901,2.351,0.0,2.351
N-99.8840046-20.4361509,TH570901,34.112,0.0,34.112
N-99.8847376-20.4364108,TH570901,31.586,0.0,31.586
N-99.8857552-20.4349629,TH570901,83.3,0.0,83.3
N-99.8899269-20.4358502,TH570901,23.128,0.0,23.128
N-99.8907289-20.4359155,TH570901,12.158,0.0,12.158
N-99.8914565-20.4360111,TH570901,12.066,0.0,12.066
N-99.8925491-20.4363089,TH570901,12.669,0.0,12.669
N-99.8933898-20.4360091,TH570901,20.861,0.0,20.861
N-99.8946250-20.4359055,TH570901,16.979,0.0,16.979
N-99.8949522-20.4361411,TH570901,15.95,0.0,15.95
N-99.8958305-20.4360399,TH570901,18.677,0.0,18.677
N-99.8966083-20.4363252,TH570901,23.38,0.0,23.38
N-99.8976334-20.4358200,TH570901,25.37,0.0,25.37
N-99.8986906-20.4359526,TH570901,22.078,0.0,22.078
N-99.8991928-20.4354762,TH570901,17.758,0.0,17.758
N-99.8997093-20.4357574,TH570901,21.642,0.0,21.642
N-99.9012894-20.4361330,TH570901,17.11,0.0,17.11
N-99.9019427-20.4358510,TH570901,27.846,0.0,27.846
N-99.9036587-20.4358808,TH570901,13.419,0.0,13.419
N-99.9044082-20.4359077,TH570901,14.237,0.0,14.237
N-99.9051848-20.4357446,TH570901,16.915,0.0,16.915
N-99.9058569-20.4354328,TH570901,13.023,0.0,13.023
N-99.9072981-20.4361943,TH570901,26.238,0.0,26.238
N-99.9082273-20.4361644,TH570901,8.106,0.0,8.106
N-99.9093459-20.4359708,TH570901,7.312,0.0,7.312
N-99.9098802-20.4355194,TH570901,6.077,0.0,6.077
N-99.9109781-20.4352225,TH570901,4.627,0.0,4.627
N-99.9115689-20.4351843,TH570901,4.406,0.0,4.406
N-99.9123659-20.4351776,TH570901,4.383,0.0,4.383
N-99.9131020-20.4348041,TH570901,4.364,0.0,4.364
N-99.9132164-20.4347615,TH570901,7.934,0.0,7.934
N-99.9231219-20.4356856,TH570901,10.105,0.0,10.105
N-99.9231528-20.4358891,TH570901,10.749,0.0,10.749
N-99.9263099-20.4357478,TH570901,24.74,0.0,24.74
N-99.9263728-20.4358682,TH570901,8.684,0.0,8.684
N-99.9278587-20.4358024,TH570901,7.433,0.0,7.433
N-99.9281712-20.4358150,TH570901,5.74,0.0,5.74
N-99.9292576-20.4359621,TH570901,5.214,0.0,5.214
N-99.9299992-20.4358264,TH570901,5.116,0.0,5.116
N-99.9308071-20.4361402,TH570901,4.689,0.0,4.689
N-99.9324563-20.4352285,TH570901,16.68,0.0,16.68
N-99.9368980-20.4345503,TH570901,5.825,0.0,5.825
N-99.9375334-20.4360864,TH570901,4.793,0.0,4.793
N-99.9376447-20.4356629,TH570901,1.871,0.0,1.871
N-99.9383555-20.4359168,TH570901,3.901,0.0,3.901
N-99.8843828-20.4348218,TH570901,31.368,0.0,31.368
N-99.8867485-20.4338797,TH570901,12.685,0.0,12.685
N-99.8898809-20.4354903,TH570901,21.148,0.0,21.148
N-99.8900963-20.4350774,TH570901,5.593,0.0,5.593
N-99.8910156-20.4351027,TH570901,15.394,0.0,15.394
N-99.8911258-20.4352858,TH570901,6.967,0.0,6.967
N-99.8911684-20.4353540,TH570901,6.624,0.0,6.624
N-99.8946487-20.4355468,TH570901,10.762,0.0,10.762
N-99.8950293-20.4350112,TH570901,31.391,0.0,31.391
N-99.8961191-20.4351133,TH570901,12.207,0.0,12.207
N-99.8967245-20.4351230,TH570901,14.501,0.0,14.501
N-99.8977544-20.4348046,TH570901,28.043,0.0,28.043
N-99.8992040-20.4349432,TH570901,13.026,0.0,13.026
N-99.8998711-20.4352013,TH570901,13.731,0.0,13.731
N-99.9008182-20.4346024,TH570901,22.573,0.0,22.573
N-99.9019974-20.4346756,TH570901,8.645,0.0,8.645
N-99.9029409-20.4348372,TH570901,15.229,0.0,15.229
N-99.9044685-20.4352269,TH570901,7.029,0.0,7.029
N-99.9049764-20.4348380,TH570901,6.687,0.0,6.687
N-99.9057526-20.4349628,TH570901,6.229,0.0,6.229
N-99.9059481-20.4349327,TH570901,6.329,0.0,6.329
N-99.9088043-20.4348247,TH570901,5.614,0.0,5.614
N-99.9093461-20.4352671,TH570901,5.039,0.0,5.039
N-99.9098074-20.4349730,TH570901,4.039,0.0,4.039
N-99.9108538-20.4351927,TH570901,3.881,0.0,3.881
N-99.9117718-20.4351685,TH570901,3.837,0.0,3.837
N-99.9125124-20.4350820,TH570901,3.813,0.0,3.813
N-99.9139267-20.4343611,TH570901,3.579,0.0,3.579
N-99.9146194-20.4341636,TH570901,6.275,0.0,6.275
N-99.9148464-20.4340645,TH570901,5.837,0.0,5.837
N-99.9151421-20.4337853,TH570901,5.491,0.0,5.491
N-99.9228423-20.4347594,TH570901,7.768,0.0,7.768
N-99.9229248-20.4349849,TH570901,13.118,0.0,13.118
N-99.9268666-20.4350359,TH570901,51.64,0.0,51.64
N-99.9274128-20.4352755,TH570901,5.63,0.0,5.63
N-99.9283553-20.4351618,TH570901,9.586,0.0,9.586
N-99.9289158-20.4350306,TH570901,9.358,0.0,9.358
N-99.9300047-20.4349904,TH570901,4.47,0.0,4.47
N-99.9309030-20.4342892,TH570901,7.801,0.0,7.801
N-99.9344558-20.4335425,TH570901,19.819,0.0,19.819
N-99.8871937-20.4336032,TH570901,13.601,0.0,13.601
N-99.8875102-20.4333292,TH570901,11.328,0.0,11.328
N-99.8897570-20.4336622,TH570901,16.477,0.0,16.477
N-99.8933881-20.4329243,TH570901,37.798,0.0,37.798
N-99.8961791-20.4342125,TH570901,13.386,0.0,13.386
N-99.8968644-20.4343066,TH570901,14.266,0.0,14.266
N-99.8975134-20.4343409,TH570901,14.834,0.0,14.834
N-99.8978350-20.4340725,TH570901,14.206,0.0,14.206
N-99.8990945-20.4340542,TH570901,12.837,0.0,12.837
N-99.8998018-20.4345263,TH570901,13.541,0.0,13.541
N-99.9020180-20.4342335,TH570901,19.327,0.0,19.327
N-99.9036563-20.4344815,TH570901,7.439,0.0,7.439
N-99.9045274-20.4344450,TH570901,6.328,0.0,6.328
N-99.9048469-20.4343314,TH570901,6.064,0.0,6.064
N-99.9060554-20.4344199,TH570901,6.007,0.0,6.007
N-99.9061626-20.4338619,TH570901,5.499,0.0,5.499
N-99.9087741-20.4343434,TH570901,10.176,0.0,10.176
N-99.9092549-20.4342190,TH570901,8.063,0.0,8.063
N-99.9097471-20.4341184,TH570901,11.531,0.0,11.531
N-99.9109004-20.4342605,TH570901,3.608,0.0,3.608
N-99.9114624-20.4342441,TH570901,5.725,0.0,5.725
N-99.9126915-20.4348173,TH570901,3.142,0.0,3.142
N-99.9136709-20.4344720,TH570901,3.217,0.0,3.217
N-99.9142134-20.4342963,TH570901,3.02,0.0,3.02
N-99.9154433-20.4334115,TH570901,5.274,0.0,5.274
N-99.9228182-20.4345495,TH570901,2.693,0.0,2.693
N-99.9228577-20.4343673,TH570901,6.263,0.0,6.263
N-99.9230561-20.4340169,TH570901,8.121,0.0,8.121
N-99.9230690-20.4339284,TH570901,23.062,0.0,23.062
N-99.9298248-20.4346361,TH570901,20.449,0.0,20.449
N-99.9311019-20.4340343,TH570901,28.805,0.0,28.805
N-99.8877919-20.4329748,TH570901,12.461,0.0,12.461
N-99.8896447-20.4335420,TH570901,11.455,0.0,11.455
N-99.8899607-20.4332869,TH570901,5.81,0.0,5.81
N-99.8908081-20.4328458,TH570901,5.584,0.0,5.584
N-99.8913673-20.4327122,TH570901,9.103,0.0,9.103
N-99.8952305-20.4322709,TH570901,24.527,0.0,24.527
N-99.8966576-20.4334124,TH570901,27.607,0.0,27.607
N-99.8976898-20.4332374,TH570901,14.473,0.0,14.473
N-99.8983933-20.4333041,TH570901,13.153,0.0,13.153
N-99.8990407-20.4334439,TH570901,13.353,0.0,13.353
N-99.8994984-20.4331791,TH570901,13.173,0.0,13.173
N-99.9011814-20.4333317,TH570901,24.373,0.0,24.373
N-99.9020586-20.4333620,TH570901,21.725,0.0,21.725
N-99.9029660-20.4344431,TH570901,9.302,0.0,9.302
N-99.9046424-20.4333161,TH570901,7.891,0.0,7.891
N-99.9051621-20.4330489,TH570901,7.706,0.0,7.706
N-99.9060599-20.4333333,TH570901,6.572,0.0,6.572
N-99.9062664-20.4332806,TH570901,5.121,0.0,5.121
N-99.9062860-20.4331557,TH570901,4.785,0.0,4.785
N-99.9088137-20.4342982,TH570901,4.137,0.0,4.137
N-99.9102091-20.4340104,TH570901,11.082,0.0,11.082
N-99.9102309-20.4340188,TH570901,2.946,0.0,2.946
N-99.9125886-20.4328133,TH570901,44.767,0.0,44.767
N-99.9155219-20.4332946,TH570901,2.61,0.0,2.61
N-99.9155615-20.4331262,TH570901,5.032,0.0,5.032
N-99.9225412-20.4321772,TH570901,30.058,0.0,30.058
N-99.9352624-20.4330529,TH570901,2.153,0.0,2.153
N-99.8879072-20.4327536,TH570901,15.647,0.0,15.647
N-99.8898422-20.4330832,TH570901,18.995,12.621,6.374
N-99.8908590-20.4323603,TH570901,4.668,0.0,4.668
N-99.8925527-20.4317275,TH570901,5.66,0.0,5.66
N-99.8935849-20.4322719,TH570901,30.101,0.0,30.101
N-99.8955891-20.4321881,TH570901,13.642,0.0,13.642
N-99.8965185-20.4325463,TH570901,14.181,0.0,14.181
N-99.8975396-20.4324120,TH570901,13.652,0.0,13.652
N-99.8986125-20.4321906,TH570901,10.963,0.0,10.963
N-99.8987897-20.4328179,TH570901,11.391,0.0,11.391
N-99.8998466-20.4325813,TH570901,12.56,0.0,12.56
N-99.9020856-20.4327809,TH570901,10.712,0.0,10.712
N-99.9021401-20.4322485,TH570901,9.873,0.0,9.873
N-99.9030122-20.4319072,TH570901,11.213,0.0,11.213
N-99.9049048-20.4325457,TH570901,18.115,0.0,18.115
N-99.9062840-20.4322103,TH570901,6.485,0.0,6.485
N-99.9064738-20.4321754,TH570901,14.634,0.0,14.634
N-99.9102222-20.4340129,TH570901,2.921,0.0,2.921
N-99.9155933-20.4328691,TH570901,2.664,0.0,2.664
N-99.9156668-20.4325646,TH570901,5.012,0.0,5.012
N-99.9157771-20.4323095,TH570901,2.402,0.0,2.402
N-99.9161145-20.4315520,TH570901,10.527,0.0,10.527
N-99.9166903-20.4308722,TH570901,8.473,0.0,8.473
N-99.9170882-20.4305143,TH570901,8.622,0.0,8.622
N-99.9223412-20.4316062,TH570901,6.889,0.0,6.889
N-99.8887155-20.4309135,TH570901,30.83,13.557,17.273
N-99.8908858-20.4322070,TH570901,10.597,0.0,10.597
N-99.8920738-20.4313411,TH570901,4.685,0.0,4.685
N-99.8924308-20.4316597,TH570901,5.78,0.0,5.78
N-99.8929608-20.4313406,TH570901,8.008,0.0,8.008
N-99.8952622-20.4318385,TH570901,12.028,0.0,12.028
N-99.8961370-20.4316801,TH570901,12.635,0.0,12.635
N-99.8968808-20.4315332,TH570901,13.004,0.0,13.004
N-99.8974805-20.4319785,TH570901,12.503,0.0,12.503
N-99.8985042-20.4317848,TH570901,10.073,0.0,10.073
N-99.8996166-20.4315818,TH570901,23.188,0.0,23.188
N-99.9014407-20.4312082,TH570901,10.866,0.0,10.866
N-99.9017099-20.4317824,TH570901,12.156,0.0,12.156
N-99.9022046-20.4318298,TH570901,10.738,0.0,10.738
N-99.9030927-20.4313651,TH570901,19.442,0.0,19.442
N-99.9036852-20.4314214,TH570901,8.619,0.0,8.619
N-99.9053172-20.4315764,TH570901,15.613,0.0,15.613
N-99.9063998-20.4316742,TH570901,17.322,0.0,17.322
N-99.9158073-20.4319622,TH570901,4.659,0.0,4.659
N-99.9159293-20.4317865,TH570901,2.178,0.0,2.178
N-99.9179075-20.4299636,TH570901,11.179,0.0,11.179
N-99.9223060-20.4313719,TH570901,4.252,0.0,4.252
N-99.9311255-20.4300389,TH570901,26.727,0.0,26.727
N-99.8899096-20.4304572,TH570901,8.451,0.0,8.451
N-99.8916522-20.4309011,TH570901,14.48,0.0,14.48
N-99.8927327-20.4312024,TH570901,6.706,0.0,6.706
N-99.8936147-20.4307327,TH570901,26.924,0.0,26.924
N-99.8954111-20.4306762,TH570901,10.873,0.0,10.873
N-99.8957024-20.4306599,TH570901,10.818,0.0,10.818
N-99.8968152-20.4308656,TH570901,10.217,0.0,10.217
N-99.8978469-20.4306569,TH570901,11.204,0.0,11.204
N-99.8982826-20.4305594,TH570901,9.879,0.0,9.879
N-99.8994536-20.4308184,TH570901,9.4,0.0,9.4
N-99.8996744-20.4305219,TH570901,9.394,0.0,9.394
N-99.9007382-20.4302274,TH570901,15.416,0.0,15.416
N-99.9014870-20.4307213,TH570901,9.198,0.0,9.198
N-99.9024837-20.4303828,TH570901,9.783,0.0,9.783
N-99.9038160-20.4302802,TH570901,22.554,0.0,22.554
N-99.9050724-20.4305088,TH570901,26.148,0.0,26.148
N-99.9056853-20.4307452,TH570901,8.389,0.0,8.389
N-99.9066472-20.4304871,TH570901,18.275,0.0,18.275
N-99.9074054-20.4293908,TH570901,10.333,0.0,10.333
N-99.9075358-20.4292146,TH570901,14.461,0.0,14.461
N-99.9158533-20.4318619,TH570901,2.134,0.0,2.134
N-99.9223153-20.4313042,TH570901,1.766,0.0,1.766
N-99.9224097-20.4310508,TH570901,5.406,0.0,5.406
N-99.9224616-20.4310179,TH570901,27.54,0.0,27.54
N-99.8873851-20.4299120,TH570901,25.597,0.0,25.597
N-99.8882608-20.4300106,TH570901,23.83,0.0,23.83
N-99.8892315-20.4300822,TH570901,22.422,0.0,22.422
N-99.8896582-20.4297550,TH570901,10.767,0.0,10.767
N-99.8907045-20.4298744,TH570901,9.219,0.0,9.219
N-99.8911397-20.4298132,TH570901,8.463,0.0,8.463
N-99.8924567-20.4288666,TH570901,17.041,0.0,17.041
N-99.8951101-20.4300189,TH570901,18.482,0.0,18.482
N-99.8954382-20.4303176,TH570901,9.479,0.0,9.479
N-99.8971468-20.4299702,TH570901,16.886,0.0,16.886
N-99.8986278-20.4299119,TH570901,9.264,0.0,9.264
N-99.8991394-20.4296426,TH570901,9.687,0.0,9.687
N-99.9002322-20.4301750,TH570901,8.436,0.0,8.436
N-99.9015789-20.4298363,TH570901,7.141,0.0,7.141
N-99.9025389-20.4300139,TH570901,7.85,0.0,7.85
N-99.9034119-20.4301991,TH570901,7.346,0.0,7.346
N-99.9059739-20.4304299,TH570901,8.591,0.0,8.591
N-99.9065990-20.4300182,TH570901,7.499,0.0,7.499
N-99.9071775-20.4296037,TH570901,6.997,0.0,6.997
N-99.9076743-20.4289743,TH570901,9.439,0.0,9.439
N-99.9087726-20.4278266,TH570901,22.343,0.0,22.343
N-99.9168038-20.4307140,TH570901,1.886,0.0,1.886
N-99.9175896-20.4300859,TH570901,1.82,0.0,1.82
N-99.9184964-20.4288157,TH570901,5.184,0.0,5.184
N-99.9308251-20.4289832,TH570901,13.806,0.0,13.806
N-99.8848196-20.4292972,TH570901,33.092,0.0,33.092
N-99.8857293-20.4291137,TH570901,32.174,0.0,32.174
N-99.8867237-20.4294588,TH570901,31.184,0.0,31.184
N-99.8875583-20.4292191,TH570901,29.347,0.0,29.347
N-99.8885121-20.4292028,TH570901,27.799,0.0,27.799
N-99.8891708-20.4287816,TH570901,25.494,0.0,25.494
N-99.8902712-20.4290732,TH570901,13.6,0.0,13.6
N-99.8908699-20.4292570,TH570901,12.129,0.0,12.129
N-99.8918122-20.4289740,TH570901,9.687,0.0,9.687
N-99.8929382-20.4288994,TH570901,8.533,0.0,8.533
N-99.8937838-20.4289569,TH570901,9.319,0.0,9.319
N-99.8951908-20.4290526,TH570901,9.347,0.0,9.347
N-99.8955470-20.4288185,TH570901,8.399,0.0,8.399
N-99.8963928-20.4283052,TH570901,13.443,0.0,13.443
N-99.8977293-20.4291015,TH570901,7.165,0.0,7.165
N-99.8982497-20.4290563,TH570901,7.864,0.0,7.864
N-99.8990354-20.4292463,TH570901,8.297,0.0,8.297
N-99.9001461-20.4293001,TH570901,6.834,0.0,6.834
N-99.9012234-20.4292476,TH570901,6.071,0.0,6.071
N-99.9017903-20.4291770,TH570901,6.059,0.0,6.059
N-99.9024415-20.4289505,TH570901,11.936,0.0,11.936
N-99.9068254-20.4295856,TH570901,7.704,0.0,7.704
N-99.9070856-20.4293737,TH570901,12.125,0.0,12.125
N-99.9083351-20.4280853,TH570901,9.57,0.0,9.57
N-99.9111692-20.4266641,TH570901,14.95,0.0,14.95
N-99.9124139-20.4261582,TH570901,9.236,0.0,9.236
N-99.9169925-20.4284063,TH570901,15.99,0.0,15.99
N-99.9172862-20.4283997,TH570901,4.793,0.0,4.793
N-99.9185108-20.4287876,TH570901,6.703,0.0,6.703
N-99.9265463-20.4258885,TH570901,6.536,0.0,6.536
N-99.9268274-20.4259284,TH570901,5.833,0.0,5.833
N-99.8846407-20.4285779,TH570901,31.711,0.0,31.711
N-99.8857988-20.4285012,TH570901,33.289,0.0,33.289
N-99.8866948-20.4281766,TH570901,34.633,0.0,34.633
N-99.8877012-20.4286682,TH570901,31.964,0.0,31.964
N-99.8881467-20.4282398,TH570901,30.402,0.0,30.402
N-99.8888971-20.4284748,TH570901,30.109,0.0,30.109
N-99.8901254-20.4283249,TH570901,14.993,0.0,14.993
N-99.8904848-20.4287396,TH570901,13.781,0.0,13.781
N-99.8917287-20.4283892,TH570901,11.322,0.0,11.322
N-99.8923103-20.4279531,TH570901,11.473,0.0,11.473
N-99.8930053-20.4281471,TH570901,11.384,0.0,11.384
